timestamp,service,metric,value
2026-06-23T09:04:00Z,olapdb-tso,tso_cas_timeout_total,0
2026-06-23T09:04:00Z,olapdb-tso,p99_latency_ms,8
2026-06-23T09:04:00Z,metric-ingestor-1,write_txn_commit_fail_rate_pct,0.0
2026-06-23T09:04:00Z,metric-ingestor-1,p99_latency_ms,90
2026-06-23T09:04:00Z,stream-taskmanager,flink_job_restarts,0
2026-06-23T09:04:00Z,stream-taskmanager,records_lag,1200
2026-06-23T09:04:00Z,platform-api,error_rate_pct,0.2
2026-06-23T09:04:00Z,platform-api,p99_latency_ms,180
2026-06-23T09:13:00Z,olapdb-tso,tso_cas_timeout_total,38
2026-06-23T09:13:00Z,olapdb-tso,p99_latency_ms,5005
2026-06-23T09:13:00Z,metric-ingestor-1,write_txn_commit_fail_rate_pct,0.4
2026-06-23T09:13:00Z,metric-ingestor-1,p99_latency_ms,120
2026-06-23T09:13:00Z,stream-taskmanager,flink_job_restarts,0
2026-06-23T09:13:00Z,stream-taskmanager,records_lag,1400
2026-06-23T09:13:00Z,platform-api,error_rate_pct,0.2
2026-06-23T09:13:00Z,platform-api,p99_latency_ms,185
2026-06-23T09:15:00Z,olapdb-tso,tso_cas_timeout_total,72
2026-06-23T09:15:00Z,olapdb-tso,p99_latency_ms,5008
2026-06-23T09:15:00Z,metric-ingestor-1,write_txn_commit_fail_rate_pct,22.0
2026-06-23T09:15:00Z,metric-ingestor-1,p99_latency_ms,5001
2026-06-23T09:15:00Z,stream-taskmanager,flink_job_restarts,0
2026-06-23T09:15:00Z,stream-taskmanager,records_lag,9000
2026-06-23T09:15:00Z,platform-api,error_rate_pct,0.3
2026-06-23T09:15:00Z,platform-api,p99_latency_ms,190
2026-06-23T09:18:00Z,olapdb-tso,tso_cas_timeout_total,118
2026-06-23T09:18:00Z,olapdb-tso,p99_latency_ms,5010
2026-06-23T09:18:00Z,metric-ingestor-1,write_txn_commit_fail_rate_pct,61.0
2026-06-23T09:18:00Z,metric-ingestor-1,p99_latency_ms,5004
2026-06-23T09:18:00Z,stream-taskmanager,flink_job_restarts,5
2026-06-23T09:18:00Z,stream-taskmanager,records_lag,140000
2026-06-23T09:18:00Z,platform-api,error_rate_pct,0.6
2026-06-23T09:18:00Z,platform-api,p99_latency_ms,210
2026-06-23T09:21:00Z,olapdb-tso,tso_cas_timeout_total,140
2026-06-23T09:21:00Z,olapdb-tso,p99_latency_ms,5012
2026-06-23T09:21:00Z,metric-ingestor-1,write_txn_commit_fail_rate_pct,74.0
2026-06-23T09:21:00Z,metric-ingestor-1,p99_latency_ms,5006
2026-06-23T09:21:00Z,stream-taskmanager,flink_job_restarts,9
2026-06-23T09:21:00Z,stream-taskmanager,records_lag,410000
2026-06-23T09:21:00Z,platform-api,error_rate_pct,18.0
2026-06-23T09:21:00Z,platform-api,p99_latency_ms,5300
